condition,runs,accuracy_mean,accuracy_std,precision_non_pun_mean,precision_non_pun_std,recall_non_pun_mean,recall_non_pun_std,f1_non_pun_mean,f1_non_pun_std,precision_pun_mean,precision_pun_std,recall_pun_mean,recall_pun_std,f1_pun_mean,f1_pun_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,f1_weighted_mean,f1_weighted_std,tp_mean,tp_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,none_mean,none_std,homophone_only_mean,homophone_only_std,homograph_only_mean,homograph_only_std,both_mean,both_std
pair_controlled,6,0.47061403508771926,0.0090949304181262,0.4789201631202757,0.007295400892678628,0.6798245614035087,0.06806248826190964,0.5609827545313778,0.028477282438399417,0.4488804984447376,0.01646539981112346,0.2614035087719298,0.06076358274996529,0.32749951095688085,0.04659196049343074,0.46390033078250653,0.010830393510320675,0.47061403508771926,0.009094930418126177,0.4442411327441294,0.012071426538965367,0.46390033078250653,0.010830393510320644,0.47061403508771926,0.0090949304181262,0.44424113274412935,0.012071426538965348,149.0,34.63524216748022,387.5,38.795618309288486,182.5,38.795618309288486,421.0,34.63524216748022,267.0,23.11709324287982,84.5,9.354143466934854,0.6666666666666666,0.5163977794943223,78.0,8.390470785361213
max_cross_split,6,0.9600877192982455,0.003408659513636054,0.9632973464109646,0.008806091224488418,0.9567251461988303,0.005510745726030308,0.9599628683180536,0.003281727169720828,0.9570608863883252,0.0050000019871425045,0.9634502923976608,0.009177747297124852,0.9602088721384187,0.003547048976481556,0.9601791163996448,0.003490270074343779,0.9600877192982455,0.003408659513636054,0.960085870228236,0.0034073169070527425,0.9601791163996447,0.003490270074343815,0.9600877192982455,0.003408659513636054,0.9600858702282361,0.003407316907052728,549.1666666666666,5.231315959361151,545.3333333333334,3.1411250638372654,24.666666666666668,3.141125063837266,20.833333333333332,5.231315959361149,14.833333333333334,7.386925386564201,4.166666666666667,1.9407902170679516,0.0,0.0,4.166666666666667,2.136976056643281
