,precision,recall,f1-score,support
non_pun,0.7491467576791809,0.7701754385964912,0.759515570934256,570.0
pun,0.7635379061371841,0.7421052631578947,0.7526690391459074,570.0
accuracy,0.756140350877193,0.756140350877193,0.756140350877193,0.756140350877193
macro avg,0.7563423319081826,0.7561403508771929,0.7560923050400817,1140.0
weighted avg,0.7563423319081825,0.756140350877193,0.7560923050400818,1140.0
