,precision,recall,f1-score,support
non_pun,0.6884422110552764,0.7210526315789474,0.7043701799485861,570.0
pun,0.7071823204419889,0.6736842105263158,0.6900269541778976,570.0
accuracy,0.6973684210526315,0.6973684210526315,0.6973684210526315,0.6973684210526315
macro avg,0.6978122657486326,0.6973684210526316,0.6971985670632419,1140.0
weighted avg,0.6978122657486326,0.6973684210526315,0.6971985670632419,1140.0
