,precision,recall,f1-score,support
non_pun,0.9783783783783784,0.9526315789473684,0.9653333333333334,570.0
pun,0.9538461538461539,0.9789473684210527,0.9662337662337662,570.0
accuracy,0.9657894736842105,0.9657894736842105,0.9657894736842105,0.9657894736842105
macro avg,0.9661122661122661,0.9657894736842105,0.9657835497835499,1140.0
weighted avg,0.9661122661122662,0.9657894736842105,0.9657835497835497,1140.0
