,precision,recall,f1-score,support
non_pun,0.4807916181606519,0.724561403508772,0.5780265920223933,570.0
pun,0.4412811387900356,0.21754385964912282,0.29142185663924797,570.0
accuracy,0.4710526315789474,0.4710526315789474,0.4710526315789474,0.4710526315789474
macro avg,0.46103637847534373,0.4710526315789474,0.4347242243308206,1140.0
weighted avg,0.46103637847534373,0.4710526315789474,0.43472422433082064,1140.0
