,precision,recall,f1-score,support
non_pun,0.7098765432098766,0.8070175438596491,0.7553366174055829,570.0
pun,0.7764227642276422,0.6701754385964912,0.71939736346516,570.0
accuracy,0.7385964912280701,0.7385964912280701,0.7385964912280701,0.7385964912280701
macro avg,0.7431496537187594,0.7385964912280701,0.7373669904353715,1140.0
weighted avg,0.7431496537187594,0.7385964912280701,0.7373669904353715,1140.0
