,precision,recall,f1-score,support
non_pun,0.6527196652719666,0.8210526315789474,0.7272727272727273,570.0
pun,0.7588652482269503,0.5631578947368421,0.6465256797583081,570.0
accuracy,0.6921052631578948,0.6921052631578948,0.6921052631578948,0.6921052631578948
macro avg,0.7057924567494585,0.6921052631578948,0.6868992035155177,1140.0
weighted avg,0.7057924567494583,0.6921052631578948,0.6868992035155177,1140.0
