,precision,recall,f1-score,support
non_pun,0.9612676056338029,0.9578947368421052,0.9595782073813708,570.0
pun,0.958041958041958,0.9614035087719298,0.9597197898423818,570.0
accuracy,0.9596491228070175,0.9596491228070175,0.9596491228070175,0.9596491228070175
macro avg,0.9596547818378804,0.9596491228070175,0.9596489986118764,1140.0
weighted avg,0.9596547818378803,0.9596491228070175,0.9596489986118765,1140.0
