condition,runs,accuracy_mean,accuracy_std,precision_non_pun_mean,precision_non_pun_std,recall_non_pun_mean,recall_non_pun_std,f1_non_pun_mean,f1_non_pun_std,precision_pun_mean,precision_pun_std,recall_pun_mean,recall_pun_std,f1_pun_mean,f1_pun_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,f1_weighted_mean,f1_weighted_std,tp_mean,tp_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,none_mean,none_std,homophone_only_mean,homophone_only_std,homograph_only_mean,homograph_only_std,both_mean,both_std
pair_controlled,6,0.7559941520467836,0.00955160719245522,0.7347277687529196,0.01647811935708457,0.8026315789473685,0.023609368429161417,0.7668256403958083,0.008475260868308177,0.7828985559254233,0.015494174810933282,0.7093567251461989,0.031100996465103763,0.7438037313176117,0.014533321005800483,0.7588131623391714,0.008879614870442807,0.7559941520467836,0.009551607192455196,0.75531468585671,0.009879783770775943,0.7588131623391714,0.008879614870442837,0.7559941520467836,0.00955160719245522,0.75531468585671,0.009879783770775943,404.3333333333333,17.727567985109143,457.5,13.457340004622013,112.5,13.457340004622013,165.66666666666666,17.727567985109143,74.83333333333333,8.975893641675277,26.166666666666668,3.430257521916783,1.3333333333333333,1.2110601416389968,66.33333333333333,11.72461797529739
max_cross_split,6,0.69093567251462,0.020184335693983254,0.673535903930517,0.02790222948500268,0.7464912280701754,0.060973431185698375,0.7064885470915535,0.02478466630020413,0.7179011511789405,0.03672196802176839,0.6353801169590643,0.06137259037793127,0.6717543650793836,0.028405706431308405,0.6957185275547287,0.02191558696992223,0.69093567251462,0.02018433569398326,0.6891214560854685,0.019957562604060085,0.6957185275547287,0.02191558696992222,0.69093567251462,0.020184335693983254,0.6891214560854685,0.019957562604060064,362.1666666666667,34.982376515420825,425.5,34.75485577584807,144.5,34.75485577584807,207.83333333333334,34.98237651542083,100.0,23.09112383579457,37.5,7.12039324756716,0.16666666666666666,0.408248290463863,75.16666666666667,14.932068398807536
