,precision,recall,f1-score,support
non_pun,0.47181008902077154,0.5578947368421052,0.5112540192926045,570.0
pun,0.4592274678111588,0.37543859649122807,0.41312741312741313,570.0
accuracy,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667
macro avg,0.4655187784159652,0.4666666666666667,0.46219071621000885,1140.0
weighted avg,0.4655187784159652,0.4666666666666667,0.4621907162100088,1140.0
