,precision,recall,f1-score,support
non_pun,0.6765578635014837,0.8,0.7331189710610932,570.0
pun,0.7553648068669528,0.6175438596491228,0.6795366795366795,570.0
accuracy,0.7087719298245614,0.7087719298245614,0.7087719298245614,0.7087719298245614
macro avg,0.7159613351842182,0.7087719298245614,0.7063278252988864,1140.0
weighted avg,0.7159613351842182,0.7087719298245614,0.7063278252988864,1140.0
