,precision,recall,f1-score,support
non_pun,0.7201492537313433,0.6771929824561403,0.6980108499095841,570.0
pun,0.695364238410596,0.7368421052631579,0.7155025553662692,570.0
accuracy,0.7070175438596491,0.7070175438596491,0.7070175438596491,0.7070175438596491
macro avg,0.7077567460709697,0.7070175438596491,0.7067567026379267,1140.0
weighted avg,0.7077567460709697,0.7070175438596491,0.7067567026379266,1140.0
