,precision,recall,f1-score,support
non_pun,0.951473136915078,0.9631578947368421,0.9572798605056669,570.0
pun,0.9626998223801065,0.9508771929824561,0.9567519858781994,570.0
accuracy,0.9570175438596491,0.9570175438596491,0.9570175438596491,0.9570175438596491
macro avg,0.9570864796475922,0.9570175438596491,0.9570159231919332,1140.0
weighted avg,0.9570864796475923,0.9570175438596491,0.9570159231919332,1140.0
