,precision,recall,f1-score,support
non_pun,0.4742268041237113,0.6456140350877193,0.5468053491827637,570.0
pun,0.44505494505494503,0.28421052631578947,0.3468950749464668,570.0
accuracy,0.4649122807017544,0.4649122807017544,0.4649122807017544,0.4649122807017544
macro avg,0.4596408745893282,0.4649122807017544,0.4468502120646153,1140.0
weighted avg,0.4596408745893282,0.4649122807017544,0.4468502120646152,1140.0
