,precision,recall,f1-score,support
non_pun,0.9614711033274956,0.9631578947368421,0.9623137598597721,570.0
pun,0.9630931458699473,0.9614035087719298,0.9622475856014048,570.0
accuracy,0.962280701754386,0.962280701754386,0.962280701754386,0.962280701754386
macro avg,0.9622821245987214,0.962280701754386,0.9622806727305884,1140.0
weighted avg,0.9622821245987213,0.962280701754386,0.9622806727305885,1140.0
