,precision,recall,f1-score,support
non_pun,0.740924092409241,0.787719298245614,0.7636054421768708,570.0
pun,0.7734082397003745,0.724561403508772,0.7481884057971014,570.0
accuracy,0.756140350877193,0.756140350877193,0.756140350877193,0.756140350877193
macro avg,0.7571661660548077,0.756140350877193,0.7558969239869862,1140.0
weighted avg,0.7571661660548077,0.756140350877193,0.755896923986986,1140.0
