,precision,recall,f1-score,support
non_pun,0.47784431137724553,0.7,0.5679715302491103,570.0
pun,0.43934426229508194,0.23508771929824562,0.3062857142857143,570.0
accuracy,0.4675438596491228,0.4675438596491228,0.4675438596491228,0.4675438596491228
macro avg,0.45859428683616377,0.4675438596491228,0.4371286222674123,1140.0
weighted avg,0.45859428683616377,0.4675438596491228,0.4371286222674123,1140.0
